locID,CNN,xLoc,yLoc,LocationDescription,curbReturnLoc,positionOnReturn,Latitude,Longitude,LastUpdate,InvenID,conditionScore,detectableSurf,vitalFacilities,heavyTraffic,lipTooHigh,probStreetMeetCR,possBasementObstacle,signalPoleInWing,catchBasinFrontOfCR,insideCrosswalk,surfCond,slopeWing,flushToCorner,colorContrast,paintedRed,topClearance,sideClearance,CRTooNarrow,levelLandTop,levelLandBottom,slopeRangeID,crPossible,crExist,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
26871000-SW-Right,26871000,6000589.41821,2117846.52119,DIVISADERO ST: GREEN ST intersection,SW,Right,37.795320601151246,-122.44190224246924,11/10/2020 06:44:16 AM,38139.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.795320601151246, -122.44190224246925)",13.0,9.0,1.0,57.0,27.0
20225000-E-Left,20225000,6015909.06539,2097670.42998,GALVEZ AVE: NEWHALL ST intersection,E,Left,37.7406716878802,-122.38770753149868,11/10/2020 06:44:16 AM,942.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.7406716878802, -122.38770753149869)",10.0,3.0,8.0,58.0,1.0
24597000-N-Left,24597000,6012727.60948,2115013.07082,02ND ST: MISSION ST intersection,N,Left,37.7880071464336,-122.39979802441329,11/10/2020 06:44:16 AM,25372.0,0,,,,,,1.0,,,,,,,,,,,,,,,Y44,0,"(37.7880071464336, -122.39979802441329)",12.0,2.0,9.0,28855.0,6.0
25364000-SW-Left,25364000,6009770.7276,2119480.93655,COLUMBUS AVE: UNION ST intersection,SW,Left,37.80031548545367,-122.41020654419133,11/10/2020 06:44:16 AM,29049.0,0,,,,,,1.0,,,,,,,,,,,,,,,Y32,0,"(37.80031548545367, -122.41020654419133)",3.0,1.0,10.0,308.0,23.0
25670000-NW-Center,25670000,6004965.85204,2104004.56921,DOLORES ST: LIBERTY ST intersection,NW,Center,37.75742965720915,-122.4256894593946,11/10/2020 06:44:16 AM,30688.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.75742965720915, -122.4256894593946)",2.0,4.0,5.0,28862.0,3.0
27310000-NW-Right,27310000,5991228.4973,2102507.71,16TH AVE: ORTEGA ST intersection,NW,Right,37.75251958963928,-122.47313307545583,11/10/2020 06:44:16 AM,40902.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.752519589639284, -122.47313307545585)",1.0,8.0,4.0,29491.0,12.0
33331000-NW-Right,33331000,6005996.16133,2093737.86271,GLADSTONE DR: STONEYFORD AVE intersection,NW,Right,37.72931096555352,-122.42144085696332,11/10/2020 06:44:16 AM,47653.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72931096555352, -122.42144085696332)",9.0,7.0,6.0,28861.0,5.0
24283000-S-Right,24283000,6010811.79311,2112544.3999,MARY ST: NATOMA ST intersection,S,Right,37.78130583134174,-122.40624777496517,11/10/2020 06:44:16 AM,23760.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.78130583134174, -122.40624777496517)",14.0,2.0,9.0,28853.0,34.0
25750000-SE-Left,25750000,6002481.50038,2103235.50808,CASTRO ST: HILL ST intersection,SE,Left,37.7552889587431,-122.43446969338488,11/10/2020 06:44:16 AM,31200.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.7552889587431, -122.43446969338487)",2.0,4.0,5.0,28862.0,22.0
23066000-SW-Right,23066000,5991047.52096,2093759.08937,BROADMOOR DR: STONECREST DR intersection,SW,Right,37.72861750931043,-122.47316908465136,11/10/2020 06:44:16 AM,16201.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72861750931043, -122.47316908465137)",9.0,8.0,4.0,64.0,40.0
25473000-NE-Left,25473000,6008887.213622,2121490.332467,BAY ST: MASON ST intersection,NE,Left,37.80561846597356,-122.41360416830337,11/10/2020 06:44:16 AM,52156.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.80561846597356, -122.41360416830337)",3.0,1.0,10.0,308.0,23.0
21878000-NE-Right,21878000,6004321.66731,2097562.01976,RANDALL ST: WHITNEY ST intersection,NE,Right,37.73966838576161,-122.42765222211789,11/10/2020 06:44:16 AM,9906.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73966838576161, -122.42765222211787)",2.0,7.0,5.0,63.0,7.0
417000-W-MB,417000,6011081.796442,2108748.933511,08TH ST: BRANNAN ST to TOWNSEND ST (600 - 699),W,MB,37.7706795985814,-122.40465121102336,11/10/2020 06:44:16 AM,52079.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.7706795985814, -122.40465121102335)",14.0,2.0,9.0,28853.0,34.0
24215000-NE-Right,24215000,6009435.46089,2107845.3299,ALAMEDA ST: BRYANT ST intersection,NE,Right,37.76817785586222,-122.41073071757286,11/10/2020 06:44:16 AM,23407.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.76817785586222, -122.41073071757286)",8.0,4.0,8.0,28853.0,19.0
23433000-NW-Right,23433000,5983352.19284,2096794.35102,42ND AVE: WAWONA ST intersection,NW,Right,37.736370518473,-122.4999392759418,11/10/2020 06:44:16 AM,18577.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.736370518472995, -122.49993927594181)",1.0,8.0,3.0,29491.0,35.0
22753000-SE-Left,22753000,5993500.80411,2093607.19926,KENWOOD WAY: PINEHURST WAY intersection,SE,Left,37.72836205826006,-122.46473549958482,11/10/2020 06:44:16 AM,14565.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y30,0,"(37.72836205826006, -122.46473549958482)",9.0,8.0,4.0,59.0,40.0
21928000-NE-Right,21928000,6002782.18121,2095533.07336,CARRIE ST: WILDER ST intersection,NE,Right,37.73402650160632,-122.43283747147282,11/10/2020 06:44:16 AM,10234.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.734026501606316, -122.43283747147282)",2.0,7.0,5.0,63.0,7.0
23867000-NE-Left,23867000,6011924.36634,2108396.06961,DE HARO ST: DIVISION ST intersection,NE,Left,37.76988502975725,-122.4020731249838,11/10/2020 06:44:16 AM,49424.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.76988502975725, -122.40207312498379)",14.0,2.0,8.0,28856.0,20.0
27784000-NE-Left,27784000,5984061.8699,2104985.98162,39TH AVE: KIRKHAM ST intersection,NE,Left,37.75888759730472,-122.4982931870409,11/10/2020 06:44:16 AM,44194.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75888759730472, -122.4982931870409)",1.0,8.0,3.0,56.0,35.0
21071000-NE-Left,21071000,6008665.21407,2097668.32893,BANKS ST: EUGENIA AVE intersection,NE,Left,37.7402568050751,-122.41268149163407,11/10/2020 06:44:16 AM,5395.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.7402568050751, -122.41268149163409)",10.0,7.0,7.0,28859.0,2.0
20501000-E-Left,20501000,6014956.169,2094178.49995,LANE ST: SHAFTER AVE intersection,E,Left,37.73103713296287,-122.39072708349929,11/10/2020 06:44:16 AM,2387.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73103713296287, -122.39072708349927)",10.0,3.0,8.0,58.0,1.0
23608000-NE-Right,23608000,6015140.46457,2101614.14978,26TH ST: INDIANA ST intersection,NE,Right,37.751390460661874,-122.39056358283662,11/10/2020 06:44:16 AM,19641.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.751390460661874, -122.39056358283662)",10.0,3.0,8.0,28856.0,1.0
25312000-NE-Left,25312000,6006889.36099,2118429.50526,LARKIN ST: VALLEJO ST intersection,NE,Left,37.79710886241809,-122.42031688368034,11/10/2020 06:44:16 AM,28811.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.79710886241809, -122.42031688368034)",5.0,9.0,10.0,28858.0,32.0
25737000-NW-Left,25737000,6003169.26279,2101576.36836,JERSEY ST: NOE ST intersection,NW,Left,37.75062832992433,-122.43179399723536,11/10/2020 06:44:16 AM,31095.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75062832992433, -122.43179399723537)",2.0,4.0,5.0,28862.0,22.0
20461000-E-Right,20461000,6013169.48262,2089583.21288,JENNINGS ST: LE CONTE AVE intersection,E,Right,37.71830975693068,-122.39655500574122,11/10/2020 06:44:16 AM,2123.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71830975693068, -122.39655500574122)",10.0,3.0,8.0,58.0,1.0
27699000-NE-Left,27699000,5985660.19938,2103679.82937,34TH AVE: MORAGA ST intersection,NE,Left,37.75539846515496,-122.49267538556164,11/10/2020 06:44:16 AM,43535.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.755398465154954, -122.49267538556165)",1.0,8.0,3.0,56.0,35.0
22122000-SW-Right,22122000,5999836.11329,2093405.95392,ARAGO ST: PAULDING ST intersection,SW,Right,37.72813328167574,-122.44272055816104,11/10/2020 06:44:16 AM,11313.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.72813328167574, -122.44272055816104)",9.0,7.0,6.0,28861.0,25.0
20200000-W-Right,20200000,6016374.39255,2096146.54424,CASHMERE ST: DEDMAN CT \ WHITNEY YOUNG CIR intersection,W,Right,37.73660111482398,-122.38571300992278,11/10/2020 06:44:16 AM,783.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73660111482398, -122.38571300992278)",10.0,3.0,8.0,58.0,1.0
27936000-NW-Right,27936000,5981568.63276,2103538.6397,47TH AVE: MORAGA ST intersection,NW,Right,37.754783686566405,-122.50660545274282,11/10/2020 06:44:16 AM,45253.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.754783686566405, -122.50660545274282)",1.0,8.0,3.0,56.0,35.0
20400000-NE-Right,20400000,6007824.69672,2086187.13601,ARGONAUT AVE: VELASCO AVE intersection,NE,Right,37.70866174021308,-122.4147778628704,11/10/2020 06:44:16 AM,1754.0,0,,,,,,,,,,,,,,,,,,,,,Y32,0,"(37.70866174021308, -122.4147778628704)",9.0,7.0,8.0,309.0,39.0
21887000-W-Left,21887000,6003945.27698,2097725.16904,RANDALL ST: SANCHEZ ST intersection,W,Left,37.74012181142067,-122.42873612817432,11/10/2020 06:44:16 AM,9955.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.74012181142067, -122.42873612817432)",2.0,7.0,5.0,63.0,7.0
20527000-SE-Right,20527000,6014091.55689,2094104.20909,POMONA ST: THORNTON AVE intersection,SE,Right,37.73085414300644,-122.3936455543606,11/10/2020 06:44:16 AM,2522.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.73085414300644, -122.3936455543606)",10.0,3.0,8.0,58.0,1.0
22491000-SE-Left,22491000,5994015.83392,2087740.26053,ORIZABA AVE: SADOWA ST intersection,SE,Left,37.71227350657071,-122.46258129938872,11/10/2020 06:44:16 AM,13127.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71227350657071, -122.46258129938873)",9.0,8.0,6.0,64.0,24.0
20203000-SE-Right,20203000,6016767.068925,2097699.047045,EVANS AVE: MENDELL ST intersection,SE,Right,37.74089750319354,-122.38470554019835,11/10/2020 06:44:16 AM,52046.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74089750319354, -122.38470554019835)",10.0,3.0,8.0,58.0,1.0
20973000-SE-Left,20973000,6007540.90267,2094005.95404,PRINCETON ST: SWEENY ST intersection,SE,Left,37.730286371597245,-122.41623998363345,11/10/2020 06:44:16 AM,4913.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y30,0,"(37.730286371597245, -122.41623998363343)",9.0,3.0,7.0,309.0,28.0
27161000-SE-Left,27161000,5992430.88466,2105887.90862,12TH AVE: JUDAH ST intersection,SE,Left,37.76203409399349,-122.46939182573252,11/10/2020 06:44:16 AM,39876.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.76203409399349, -122.46939182573253)",1.0,8.0,11.0,56.0,12.0
20533000-S-Left,20533000,6013150.25004,2094760.96171,APOLLO ST: TOPEKA AVE intersection,S,Left,37.73261416515796,-122.39686537737724,11/10/2020 06:44:16 AM,2556.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73261416515796, -122.39686537737725)",10.0,3.0,8.0,58.0,1.0
27524000-SE-Right,27524000,5986614.65056,2109240.41077,30TH AVE: JOHN F KENNEDY DR intersection,SE,Right,37.7708945515062,-122.48980436131698,11/10/2020 06:44:16 AM,42404.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.7708945515062, -122.48980436131698)",11.0,6.0,2.0,55.0,8.0
25103000-SW-Right,25103000,6009361.35211,2117706.05362,JACKSON ST: MASON ST intersection,SW,Right,37.79540851276189,-122.41154153162536,11/10/2020 06:44:16 AM,27698.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.79540851276189, -122.41154153162535)",3.0,1.0,10.0,28857.0,4.0
23406000-NW-Right,23406000,5985406.06603,2100266.54552,35TH AVE: RIVERA ST intersection,NW,Right,37.74602262531885,-122.49309808360852,11/10/2020 06:44:16 AM,18387.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.746022625318844, -122.49309808360852)",1.0,8.0,3.0,29491.0,35.0
33732000-SE-Left,33732000,5996820.91984,2104631.11717,BEHR AVE: JOHNSTONE DR intersection,SE,Left,37.75880459598781,-122.4540825326096,11/10/2020 06:44:16 AM,48721.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75880459598781, -122.4540825326096)",15.0,5.0,4.0,29492.0,12.0
23706000-SW-Right,23706000,6013033.99995,2103239.15112,ARKANSAS ST: MADERA ST intersection,SW,Right,37.75589825541014,-122.39783019921228,11/10/2020 06:44:16 AM,20222.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.75589825541014, -122.39783019921228)",10.0,3.0,8.0,28856.0,29.0
22479000-N-Left,22479000,5994399.14811,2086630.86807,RHINE ST: WILSON ST intersection,N,Left,37.70908523578041,-122.46113996669196,11/10/2020 06:44:16 AM,13073.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.70908523578041, -122.46113996669195)",9.0,8.0,6.0,28861.0,25.0
23857000-NW-Right,23857000,6011652.22614,2107486.87229,15TH ST: RHODE ISLAND ST intersection,NW,Right,37.76737320393007,-122.40280699511398,11/10/2020 06:44:16 AM,21130.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.76737320393007, -122.40280699511398)",8.0,2.0,8.0,28853.0,20.0
22067000-E-Left,22067000,6000863.78249,2091955.29672,CAPISTRANO AVE: SANTA YNEZ AVE intersection,E,Left,37.72415909710327,-122.43933877863928,11/10/2020 06:44:16 AM,10990.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.72415909710327, -122.43933877863927)",9.0,7.0,6.0,28861.0,25.0
23522000-SE-Right,23522000,5981202.24439,2101433.91359,GREAT HWY: PACHECO ST intersection,SE,Right,37.74911092374921,-122.50794154729442,11/10/2020 06:44:16 AM,19233.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74911092374921, -122.50794154729442)",1.0,8.0,3.0,29491.0,35.0
21320000-SE-Left,21320000,6006697.92568,2099050.50497,COLERIDGE ST: ESMERALDA AVE intersection,SE,Left,37.74406028102787,-122.41949249367794,11/10/2020 06:44:16 AM,6741.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74406028102787, -122.41949249367794)",2.0,7.0,7.0,28859.0,2.0
27003000-SW-Right,27003000,6000305.10119,2119886.55123,DIVISADERO ST: FRANCISCO ST intersection,SW,Right,37.80090819459673,-122.44303462434628,11/10/2020 06:44:16 AM,38995.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y30,0,"(37.80090819459673, -122.44303462434627)",13.0,9.0,1.0,57.0,17.0
21965000-NW-Right,21965000,6001750.24233,2094951.73135,JOOST AVE: LIPPARD AVE intersection,NW,Right,37.732382373982425,-122.43623835769328,11/10/2020 06:44:16 AM,10452.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.732382373982425, -122.43623835769327)",9.0,7.0,5.0,63.0,40.0
21166000-NE-Left,21166000,6009057.42424,2099482.99984,HARRISON ST: NORWICH ST intersection,NE,Left,37.74523881600628,-122.41145159575012,11/10/2020 06:44:16 AM,5896.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.74523881600628, -122.41145159575011)",2.0,7.0,7.0,28859.0,2.0
23919000-E-Left,23919000,6011456.45455,2111076.23256,06TH ST: HARRISON ST intersection,E,Left,37.777272688836725,-122.40407025672336,11/10/2020 06:44:16 AM,21436.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.777272688836725, -122.40407025672336)",14.0,2.0,9.0,28856.0,34.0
21012000-NW-Right,21012000,6010033.87471,2095247.37445,BARNEVELD AVE: GAVEN ST intersection,NW,Right,37.733702610983904,-122.40754587417464,11/10/2020 06:44:16 AM,5122.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.733702610983904, -122.40754587417464)",10.0,3.0,7.0,309.0,28.0
22044000-SW-Left,22044000,6001334.95576,2099979.86105,27TH ST: DOUGLASS ST intersection,SW,Left,37.74623132409245,-122.43801133458716,11/10/2020 06:44:16 AM,10885.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74623132409245, -122.43801133458715)",2.0,4.0,5.0,63.0,22.0
20461000-W-Left,20461000,6013111.20452,2089570.89795,JENNINGS ST: LE CONTE AVE intersection,W,Left,37.71830975693068,-122.39655500574122,11/10/2020 06:44:16 AM,2128.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.71830975693068, -122.39655500574122)",10.0,3.0,8.0,58.0,1.0
23836000-W-Left,23836000,6013643.94197,2112071.20137,WELSH ST: ZOE ST intersection,W,Left,37.78009643636928,-122.3963062040548,11/10/2020 06:44:16 AM,21025.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.78009643636928, -122.39630620405481)",6.0,2.0,9.0,28856.0,34.0
25990000-SW-Left,25990000,6003052.2312,2108894.75694,POTOMAC ST: WALLER ST intersection,SW,Left,37.7708608978429,-122.43271726238788,11/10/2020 06:44:16 AM,32708.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.7708608978429, -122.43271726238787)",15.0,5.0,5.0,29492.0,9.0
21849000-NE-Left,21849000,6004883.02839,2098444.76963,30TH ST: CHENERY ST intersection,NE,Left,37.74214057724997,-122.42581359000944,11/10/2020 06:44:16 AM,9744.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.74214057724997, -122.42581359000943)",2.0,7.0,5.0,63.0,7.0
21029000-NW-Right,21029000,6009441.03535,2096424.39113,BRADFORD ST: TOMPKINS AVE intersection,NW,Right,37.73685838200902,-122.40976183865706,11/10/2020 06:44:16 AM,5176.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73685838200902, -122.40976183865706)",10.0,7.0,7.0,28859.0,2.0
22028000-SE-Left,22028000,6002069.83028,2098821.81416,29TH ST: DIAMOND ST intersection,SE,Left,37.74316143249213,-122.43555900754464,11/10/2020 06:44:16 AM,10789.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74316143249213, -122.43555900754464)",2.0,7.0,5.0,63.0,22.0
20366000-NW-Right,20366000,6009045.96363,2086783.95929,DELTA ST: MELRA CT \ SUNNYDALE AVE intersection,NW,Right,37.71034974169593,-122.410441026187,11/10/2020 06:44:16 AM,1599.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71034974169593, -122.41044102618699)",9.0,7.0,8.0,309.0,39.0
25413000-NW-Left,25413000,6009427.04424,2119135.26434,AUGUST ALY: GREEN ST intersection,NW,Left,37.79920239742538,-122.41143925732358,11/10/2020 06:44:16 AM,29283.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.79920239742538, -122.41143925732358)",3.0,1.0,10.0,308.0,4.0
23715000-NW-Right,23715000,6011713.68927,2101378.06265,26TH ST: KANSAS ST intersection,NW,Right,37.75058074848626,-122.40218351788856,11/10/2020 06:44:16 AM,20269.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75058074848626, -122.40218351788855)",10.0,3.0,8.0,28856.0,1.0
21207000-SW-Right,21207000,6007698.72355,2096996.39327,JARBOE AVE: MOULTRIE ST intersection,SW,Right,37.73845229102387,-122.4158406266198,11/10/2020 06:44:16 AM,6154.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.73845229102387, -122.41584062661981)",2.0,7.0,7.0,28859.0,2.0
20284000-SE-Left,20284000,6012017.64601,2086854.86598,LATHROP AVE: WHEELER AVE intersection,SE,Left,37.71086497386892,-122.40028426432758,11/10/2020 06:44:16 AM,1203.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.710864973868915, -122.40028426432758)",10.0,3.0,8.0,309.0,1.0
26413000-SW-Right,26413000,5997899.43573,2108170.38142,COLE ST: WALLER ST intersection,SW,Right,37.7685927135117,-122.45052179495138,11/10/2020 06:44:16 AM,35090.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.7685927135117, -122.45052179495138)",15.0,5.0,11.0,29492.0,9.0
23472000-SW-Right,23472000,5983844.3582,2100835.03684,40TH AVE: QUINTARA ST intersection,SW,Right,37.747652087585855,-122.4985831073481,11/10/2020 06:44:16 AM,18876.0,0,,,,,,,,,,,,,,,,,,,,,Y28,0,"(37.747652087585855, -122.4985831073481)",1.0,8.0,3.0,29491.0,35.0
25423000-NW-Left,25423000,6009593.14823,2119508.36038,POWELL ST: UNION ST intersection,NW,Left,37.80023914603441,-122.4108336387472,11/10/2020 06:44:16 AM,29305.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.80023914603441, -122.4108336387472)",3.0,1.0,10.0,308.0,4.0
23161000-SW-Left,23161000,5990423.91295,2098346.36727,19TH AVE: ULLOA ST intersection,SW,Left,37.741186625394604,-122.47553978742444,11/10/2020 06:44:16 AM,16764.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.741186625394604, -122.47553978742445)",1.0,8.0,4.0,29491.0,40.0
24101000-NE-Right,24101000,6006453.30609,2102049.77358,24TH ST: VALENCIA ST intersection,NE,Right,37.75210363175173,-122.420664800686,11/10/2020 06:44:16 AM,50693.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y30,0,"(37.75210363175173, -122.42066480068601)",2.0,4.0,7.0,28859.0,19.0
20330000-W-Left,20330000,6011157.54602,2088395.79334,ALPHA ST: TUCKER AVE intersection,W,Left,37.71496540724004,-122.40320315192452,11/10/2020 06:44:16 AM,1406.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71496540724004, -122.40320315192453)",9.0,7.0,8.0,309.0,39.0
26982000-NW-Right,26982000,6001202.97899,2120572.13548,CAPRA WAY: PIERCE ST intersection,NW,Right,37.802723896030855,-122.43994403734564,11/10/2020 06:44:16 AM,38857.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.802723896030855, -122.43994403734564)",13.0,9.0,1.0,57.0,17.0
28098000-SE-Right,28098000,6012847.6601,2102439.72228,CONNECTICUT ST: WISCONSIN ST intersection,SE,Right,37.75368473191483,-122.39859315102576,11/10/2020 06:44:16 AM,49208.0,0,,,,,,,,,,,,,,,,,,,,,Y28,0,"(37.75368473191483, -122.39859315102576)",10.0,3.0,8.0,28856.0,29.0
21519000-W-Right,21519000,5999098.20892,2088152.61043,ELLINGTON AVE: SALA TER intersection,W,Right,37.71364145534083,-122.44489086077752,11/10/2020 06:44:16 AM,7868.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71364145534083, -122.44489086077752)",9.0,7.0,6.0,28861.0,25.0
26227000-S-Left,26227000,5997930.77753,2102828.566969,MARVIEW WAY: SKYVIEW WAY intersection,S,Left,37.75393571977043,-122.45001235604624,11/10/2020 06:44:16 AM,34010.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75393571977043, -122.45001235604624)",1.0,5.0,4.0,63.0,38.0
25103000-NE-Left,25103000,6009408.51146,2117749.25432,JACKSON ST: MASON ST intersection,NE,Left,37.79540851276189,-122.41154153162536,11/10/2020 06:44:16 AM,27695.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.79540851276189, -122.41154153162535)",3.0,1.0,10.0,28857.0,4.0
21956000-S-Right,21956000,6002475.68642,2096993.86046,FARNUM ST: MOFFITT ST intersection,S,Right,37.738135981367336,-122.43394990194923,11/10/2020 06:44:16 AM,10403.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.738135981367336, -122.43394990194923)",2.0,7.0,5.0,63.0,7.0
21954000-E-Right,21954000,6003428.50341,2097849.48703,HARRY ST: LAIDLEY ST \ NOE ST intersection,E,Right,37.740423584655815,-122.43074128163488,11/10/2020 06:44:16 AM,10391.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.740423584655815, -122.43074128163488)",2.0,7.0,5.0,63.0,7.0
20968000-SE-Left,20968000,6007911.94392,2094249.11858,COLBY ST: SWEENY ST intersection,SE,Left,37.73092044967144,-122.41503378269388,11/10/2020 06:44:16 AM,4887.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.730920449671444, -122.41503378269387)",9.0,3.0,7.0,309.0,28.0
21394000-N-Left,21394000,6002209.03571,2087297.17119,MUNICH ST: NAYLOR ST intersection,N,Left,37.71136796554206,-122.43418269407056,11/10/2020 06:44:16 AM,7151.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.71136796554206, -122.43418269407056)",9.0,7.0,6.0,28861.0,5.0
21995000-NW-Left,21995000,6001238.43496,2096586.99284,SUSSEX ST: SWISS AVE intersection,NW,Left,37.73670939793744,-122.4381353960203,11/10/2020 06:44:16 AM,10600.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.73670939793744, -122.4381353960203)",2.0,7.0,5.0,63.0,7.0
25603000-NE-Right,25603000,6005811.90055,2102014.23395,24TH ST: GUERRERO ST intersection,NE,Right,37.75197161167265,-122.42287883277643,11/10/2020 06:44:16 AM,30217.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75197161167265, -122.42287883277643)",2.0,4.0,5.0,28859.0,19.0
21558000-S-Right,21558000,5998410.61811,2088193.86756,FREDSON CT: HURON AVE intersection,S,Right,37.713775977507154,-122.4473893107102,11/10/2020 06:44:16 AM,8080.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.713775977507154, -122.4473893107102)",9.0,7.0,6.0,28861.0,25.0
22073000-N-Left,22073000,6000528.51643,2092190.00754,OTSEGO AVE: SANTA YNEZ AVE intersection,N,Left,37.72468139581505,-122.44031650199368,11/10/2020 06:44:16 AM,11033.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.72468139581505, -122.44031650199368)",9.0,7.0,6.0,28861.0,25.0
25461000-SW-Left,25461000,6009312.35713,2121492.4486,BAY ST: POWELL ST intersection,SW,Left,37.80582491777124,-122.41195008784936,11/10/2020 06:44:16 AM,29479.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.80582491777124, -122.41195008784935)",3.0,1.0,10.0,308.0,23.0
21274000-NE-Right,21274000,6007439.16173,2098224.46561,POWHATTAN AVE: WOOL ST intersection,NE,Right,37.74166608756072,-122.41692768955966,11/10/2020 06:44:16 AM,6521.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74166608756072, -122.41692768955966)",2.0,7.0,7.0,28859.0,2.0
