locID,CNN,xLoc,yLoc,LocationDescription,curbReturnLoc,positionOnReturn,Latitude,Longitude,LastUpdate,InvenID,conditionScore,detectableSurf,vitalFacilities,heavyTraffic,lipTooHigh,probStreetMeetCR,possBasementObstacle,signalPoleInWing,catchBasinFrontOfCR,insideCrosswalk,surfCond,slopeWing,flushToCorner,colorContrast,paintedRed,topClearance,sideClearance,CRTooNarrow,levelLandTop,levelLandBottom,slopeRangeID,crPossible,crExist,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
26073000-NW-Left,26073000,6000944.56481,2111781.13043,BRODERICK ST: GOLDEN GATE AVE intersection,NW,Left,37.77851144985239,-122.44021333433685,11/10/2020 06:44:16 AM,33277.0,33,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,1.0,0.0,4.0,,1,"(37.77851144985239, -122.44021333433685)",15.0,5.0,11.0,29490.0,41.0
24756000-SW-Left,24756000,6011774.46113,2117389.53588,CLAY ST: MONTGOMERY ST intersection,SW,Left,37.79466626795416,-122.40313929499318,11/10/2020 06:44:16 AM,26153.0,40,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.79466626795416, -122.40313929499318)",3.0,1.0,10.0,28860.0,4.0
23429000-NW-Right,23429000,5983974.44422,2096817.04422,40TH AVE: WAWONA ST intersection,NW,Right,37.73646438993657,-122.49779796664932,11/10/2020 06:44:16 AM,18553.0,41,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,,1,"(37.73646438993657, -122.49779796664932)",1.0,8.0,3.0,29491.0,35.0
26520000-NE-Left,26520000,6004963.72737,2114755.93353,OCTAVIA ST: SUTTER ST intersection,NE,Left,37.78692465261469,-122.42666680711712,11/10/2020 06:44:16 AM,35702.0,33,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,3.0,,1,"(37.786924652614694, -122.42666680711713)",13.0,9.0,11.0,28858.0,13.0
51063000-E-Right,51063000,6003766.06245,2095759.60506,ROANOKE ST: END: 300-321 BLOCK intersection,E,Right,37.73475361750236,-122.42941712646385,11/10/2020 06:44:16 AM,48921.0,36,,,,,,,,,,,,,,,,,,,,5.0,,1,"(37.73475361750236, -122.42941712646385)",2.0,7.0,5.0,28861.0,7.0
25959000-NE-Left,25959000,6004824.01342,2112309.85575,GOLDEN GATE AVE: LAGUNA ST intersection,NE,Left,37.78019301689226,-122.42701675692544,11/10/2020 06:44:16 AM,32519.0,40,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.78019301689226, -122.42701675692543)",7.0,9.0,11.0,28852.0,41.0
24942000-NW-Center,24942000,6009341.40366,2114326.77134,OFARRELL ST: TAYLOR ST intersection,NW,Center,37.78599622181586,-122.4113255814256,11/10/2020 06:44:16 AM,26980.0,35,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,0.0,0.0,1.0,4.0,,1,"(37.78599622181586, -122.41132558142561)",14.0,10.0,10.0,28852.0,36.0
26302000-SW-Right,26302000,5997276.8123,2106694.26101,PARNASSUS AVE: STANYAN ST intersection,SW,Right,37.76450934761999,-122.45256935357467,11/10/2020 06:44:16 AM,34346.0,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,1.0,,,4.0,,1,"(37.764509347619985, -122.45256935357467)",15.0,5.0,11.0,29492.0,12.0
21772000-E-Right,21772000,6001845.71721,2092873.96319,ALEMANY BLVD: SANTA ROSA AVE intersection,E,Right,37.7267192059488,-122.43599094482038,11/10/2020 06:44:16 AM,9312.0,35,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,,1,"(37.726719205948804, -122.43599094482038)",9.0,7.0,6.0,28861.0,25.0
27637000-NE-Left,27637000,5989932.68231,2114747.79477,19TH AVE: LAKE ST intersection,NE,Left,37.78603125619123,-122.47871357292036,11/10/2020 06:44:16 AM,43133.0,42,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.78603125619123, -122.47871357292037)",11.0,6.0,1.0,55.0,33.0
24883000-E-Left,24883000,6010550.64501,2112842.04465,MARY ST: MISSION ST intersection,E,Left,37.78211940542552,-122.40725467446728,11/10/2020 06:44:16 AM,26636.0,33,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,,1,"(37.78211940542552, -122.40725467446728)",14.0,2.0,9.0,28853.0,34.0
26365000-NW-Right,26365000,5999934.42116,2111993.65035,ARBOL LN: LYON ST \ TURK BLVD intersection,NW,Right,37.77903800489389,-122.44369910967023,11/10/2020 06:44:16 AM,34751.0,33,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,1.0,0.0,4.0,,1,"(37.77903800489389, -122.44369910967025)",15.0,5.0,1.0,29490.0,16.0
26664000-NE-Left,26664000,6002551.20727,2118167.31254,FILLMORE ST: GREEN ST intersection,NE,Left,37.79615826311955,-122.43530173017103,11/10/2020 06:44:16 AM,36730.0,48,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,3.0,,1,"(37.79615826311955, -122.43530173017105)",13.0,9.0,1.0,57.0,17.0
26953000-SW-Right,26953000,5998941.86343,2116241.06869,JACKSON ST: PRESIDIO AVE intersection,SW,Right,37.79082301020547,-122.44750149739392,11/10/2020 06:44:16 AM,38675.0,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,,1,"(37.79082301020547, -122.44750149739393)",13.0,6.0,1.0,29490.0,31.0
33674000-SW-Center,33674000,6010247.74929,2096688.05005,BAY SHORE BLVD: INDUSTRIAL ST \ INDUSTRIAL ST ON RAMP intersection,SW,Center,37.73796585298271,-122.40691050414446,11/10/2020 06:44:16 AM,48543.0,40,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.73796585298271, -122.40691050414446)",10.0,3.0,8.0,58.0,1.0
25591000-NW-Right,25591000,6008260.50326,2122091.8726,BEACH ST: TAYLOR ST intersection,NW,Right,37.80727585654561,-122.41561643646216,11/10/2020 06:44:16 AM,30128.0,42,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.80727585654561, -122.41561643646216)",5.0,1.0,10.0,308.0,23.0
24613000-S-Right,24613000,6012067.62294,2114285.18644,03RD ST: MISSION ST intersection,S,Right,37.78624813824246,-122.40202541976689,11/10/2020 06:44:16 AM,25454.0,50,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,1.0,1.0,0.0,4.0,,1,"(37.78624813824246, -122.40202541976687)",12.0,2.0,9.0,28853.0,6.0
34155000-NW-Left,34155000,6015455.05744,2110051.08435,03RD ST: CHANNEL ST intersection,NW,Left,37.7745498542932,-122.38986505197094,11/10/2020 06:44:16 AM,48852.0,35,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.7745498542932, -122.38986505197094)",14.0,3.0,9.0,310.0,20.0
27003000-NW-Left,27003000,6000296.87942,2119942.59541,DIVISADERO ST: FRANCISCO ST intersection,NW,Left,37.80090819459673,-122.44303462434628,11/10/2020 06:44:16 AM,38989.0,48,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,1.0,1.0,0.0,4.0,,1,"(37.80090819459673, -122.44303462434627)",13.0,9.0,1.0,57.0,17.0
21562000-E-Left,21562000,5997844.56412,2087988.30826,MONETA CT: MONETA WAY intersection,E,Left,37.71313038827428,-122.44945061950251,11/10/2020 06:44:16 AM,8094.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.71313038827428, -122.44945061950251)",9.0,7.0,6.0,28861.0,25.0
25727000-NE-Right,25727000,6004198.94511,2107206.79246,15TH ST: CHURCH ST intersection,NE,Right,37.76612999953619,-122.42881914741704,11/10/2020 06:44:16 AM,31035.0,50,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,,1,"(37.76612999953619, -122.42881914741703)",8.0,4.0,5.0,28862.0,3.0
26908000-NE-Left,26908000,5998160.60417,2113173.79661,COLLINS ST: GEARY BLVD intersection,NE,Left,37.782116589534745,-122.45009230224306,11/10/2020 06:44:16 AM,38348.0,35,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.782116589534745, -122.45009230224306)",15.0,6.0,2.0,54.0,16.0
25543000-SE-Right,25543000,6007252.50265,2119261.48817,HASTINGS TER: HYDE ST intersection,SE,Right,37.79950181899855,-122.4191094586777,11/10/2020 06:44:16 AM,29903.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.79950181899855, -122.4191094586777)",5.0,1.0,1.0,28858.0,32.0
24773000-SE-Right,24773000,6011335.98924,2117484.02552,KEARNY ST: MERCHANT ST intersection,SE,Right,37.79485951960574,-122.40487561076525,11/10/2020 06:44:16 AM,26260.0,23,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,0.0,0.0,1.0,4.0,,1,"(37.79485951960574, -122.40487561076523)",3.0,1.0,10.0,28857.0,4.0
26360000-SW-Left,26360000,6000845.87144,2112404.12721,BRODERICK ST: EDDY ST intersection,SW,Left,37.78037270833419,-122.4405893181078,11/10/2020 06:44:16 AM,34719.0,50,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,4.0,,1,"(37.78037270833419, -122.44058931810781)",15.0,5.0,1.0,29490.0,41.0
27264000-SE-Left,27264000,5992583.09433,2110657.1271,11TH AVE: CABRILLO ST intersection,SE,Left,37.77512533787809,-122.46922688183216,11/10/2020 06:44:16 AM,40538.0,50,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,1.0,1.0,0.0,4.0,,1,"(37.77512533787809, -122.46922688183217)",11.0,6.0,2.0,54.0,11.0
24780000-NW-Left,24780000,6010956.15863,2117637.54621,WASHINGTON ST: WENTWORTH PL intersection,NW,Left,37.79519826978908,-122.40604523608036,11/10/2020 06:44:16 AM,26294.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,4.0,,1,"(37.795198269789076, -122.40604523608036)",3.0,1.0,10.0,28857.0,4.0
23093000-SW-Right,23093000,5988537.4013,2089767.43266,GONZALEZ DR: RIVAS AVE intersection,SW,Right,37.71753058710439,-122.48154283457674,11/10/2020 06:44:16 AM,16380.0,32,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.71753058710439, -122.48154283457674)",1.0,8.0,4.0,64.0,14.0
23453000-NE-Center,23453000,5982483.88651,2096524.2177,45TH AVE: SLOAT BLVD intersection,NE,Center,37.735466477630055,-122.50310475919616,11/10/2020 06:44:16 AM,18723.0,40,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.735466477630055, -122.50310475919616)",1.0,8.0,3.0,64.0,35.0
24924000-SW-Left,24924000,6009481.18192,2113257.68391,TAYLOR ST: TURK ST intersection,SW,Left,37.7832142991752,-122.41076482784707,11/10/2020 06:44:16 AM,26892.0,22,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,0.0,0.0,0.0,4.0,,1,"(37.7832142991752, -122.41076482784707)",14.0,10.0,9.0,28852.0,36.0
25018000-NW-Center,25018000,6010604.12784,2117585.49973,ROSS ALY: WASHINGTON ST intersection,NW,Center,37.79504365375748,-122.4072667411628,11/10/2020 06:44:16 AM,27336.0,37,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.79504365375748, -122.40726674116281)",3.0,1.0,10.0,28857.0,4.0
23853000-N-Right,23853000,6012294.93647,2108876.07128,07TH ST: KING ST intersection,N,Right,37.77113777435868,-122.40080427695574,11/10/2020 06:44:16 AM,21096.0,33,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,1.0,0.0,,,,,,0.0,0.0,0.0,3.0,,1,"(37.77113777435868, -122.40080427695574)",14.0,2.0,8.0,310.0,20.0
26233000-NE-Right,26233000,5997716.594887,2103901.505112,GLENBROOK AVE: PALO ALTO AVE intersection,NE,Right,37.756713750067625,-122.45110765943257,11/10/2020 06:44:16 AM,34025.0,28,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,3.0,,1,"(37.756713750067625, -122.45110765943257)",15.0,5.0,4.0,63.0,38.0
27006000-SE-Right,27006000,5999825.56080999,2120175.04409,BAY ST: BRODERICK ST intersection,SE,Right,37.80162596866564,-122.44489254852118,11/10/2020 06:44:16 AM,39014.0,15,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.80162596866564, -122.44489254852118)",13.0,9.0,1.0,57.0,17.0
20472000-N-Right,20472000,6013391.74825,2091086.57274,03RD ST: GILMAN AVE \ PAUL AVE intersection,N,Right,37.72243158993041,-122.39562276045493,11/10/2020 06:44:16 AM,2188.0,47,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,,,0.0,0.0,0.0,3.0,,1,"(37.72243158993041, -122.39562276045491)",10.0,3.0,8.0,58.0,1.0
26460000-SW-Right,26460000,5998450.3654,2111716.58069,TAMALPAIS TER: TURK BLVD intersection,SW,Right,37.77838941511107,-122.4488792070298,11/10/2020 06:44:16 AM,35356.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.77838941511107, -122.44887920702979)",15.0,6.0,2.0,54.0,16.0
27776000-NE-Right,27776000,5982550.66196,2103582.31743,44TH AVE: MORAGA ST intersection,NE,Right,37.75492611981871,-122.50339195137836,11/10/2020 06:44:16 AM,44131.0,50,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,1.0,4.0,,1,"(37.754926119818705, -122.50339195137835)",1.0,8.0,3.0,56.0,35.0
21909000-NE-Left,21909000,6004034.22727,2098685.24061,DAY ST: SANCHEZ ST intersection,NE,Left,37.74276427374085,-122.4288055949915,11/10/2020 06:44:16 AM,10115.0,48,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,,1.0,0.0,4.0,,1,"(37.74276427374085, -122.4288055949915)",2.0,7.0,5.0,63.0,22.0
24508000-S-Left,24508000,6014145.68276,2112779.62187,BRYANT ST: JACK LONDON ALY intersection,S,Left,37.782199530693866,-122.39472956108892,11/10/2020 06:44:16 AM,24932.0,40,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.782199530693866, -122.39472956108892)",6.0,2.0,9.0,28856.0,6.0
26384000-NW-Right,26384000,5999503.83869,2111570.01865,CENTRAL AVE: GOLDEN GATE AVE intersection,NW,Right,37.77788649299178,-122.4451557526204,11/10/2020 06:44:16 AM,34895.0,40,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.77788649299178, -122.4451557526204)",15.0,5.0,11.0,54.0,16.0
26924000-SW-Left,26924000,5997529.02243,2112983.48301,COOK ST: GEARY BLVD intersection,SW,Left,37.78185327815936,-122.45214312423484,11/10/2020 06:44:16 AM,38466.0,48,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,3.0,,1,"(37.78185327815936, -122.45214312423485)",15.0,6.0,1.0,54.0,31.0
27011000-SE-Left,27011000,5999769.66362,2120507.06737,BRODERICK ST: NORTH POINT ST intersection,SE,Left,37.80256180287873,-122.44508196326292,11/10/2020 06:44:16 AM,39037.0,35,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.80256180287873, -122.44508196326292)",13.0,9.0,1.0,57.0,17.0
27796000-NW-Center,27796000,5983365.16198,2105649.12694,41ST AVE: JUDAH ST intersection,NW,Center,37.76066130704039,-122.50056732694,11/10/2020 06:44:16 AM,44268.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,1,"(37.76066130704039, -122.50056732693999)",1.0,8.0,3.0,56.0,35.0
25184000-NW-Right,25184000,6006597.30154,2112902.89229,TURK ST: VAN NESS AVE intersection,NW,Right,37.78196075204843,-122.4206382495867,11/10/2020 06:44:16 AM,28122.0,32,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.78196075204843, -122.4206382495867)",7.0,9.0,11.0,28852.0,41.0
23832000-E-Right,23832000,6013480.60896,2111605.39784,04TH ST: FREELON ST intersection,E,Right,37.77875104010021,-122.39706171651804,11/10/2020 06:44:16 AM,20988.0,49,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,4.0,,1,"(37.77875104010021, -122.39706171651805)",6.0,2.0,9.0,28856.0,34.0
52262000-SW-Right,52262000,5998137.83059,2090975.32919,GENEVA AVE: I-280 S OFF RAMP \ I-280 S ON RAMP \ TARA ST intersection,SW,Right,37.72139685514827,-122.4484106478332,11/10/2020 06:44:16 AM,49072.0,35,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.72139685514827, -122.4484106478332)",9.0,8.0,6.0,28861.0,24.0
26998000-NE-Left,26998000,6000160.9276,2121305.76722,DIVISADERO ST: JEFFERSON ST intersection,NE,Left,37.80463785854284,-122.44379196678156,11/10/2020 06:44:16 AM,38948.0,48,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,1.0,0.0,4.0,,1,"(37.80463785854284, -122.44379196678157)",13.0,9.0,1.0,57.0,17.0
25498000-NE-Right,25498000,6008588.71881,2120069.47114,GREENWICH ST: TAYLOR ST intersection,NE,Right,37.80168857111555,-122.4144923377972,11/10/2020 06:44:16 AM,29671.0,48,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,3.0,,1,"(37.80168857111555, -122.41449233779721)",5.0,1.0,10.0,308.0,32.0
23711000-SE-Right,23711000,6011938.3194,2103716.23973,22ND ST: RHODE ISLAND ST intersection,SE,Right,37.75712083718444,-122.40183250755756,11/10/2020 06:44:16 AM,20251.0,50,1.0,1.0,0.0,0.0,,,1.0,0.0,1.0,1.0,0.0,,1.0,,,,0.0,0.0,0.0,1.0,,1,"(37.75712083718444, -122.40183250755756)",10.0,3.0,8.0,28856.0,29.0
25971000-NE-Right,25971000,6003381.5291,2112116.89026,FILLMORE ST: GOLDEN GATE AVE intersection,NE,Right,37.77956413528957,-122.43195180235963,11/10/2020 06:44:16 AM,32589.0,50,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,1.0,0.0,4.0,,1,"(37.77956413528957, -122.43195180235965)",15.0,9.0,11.0,29490.0,41.0
21772000-S-Left,21772000,6001822.1208,2092821.62635,ALEMANY BLVD: SANTA ROSA AVE intersection,S,Left,37.7267192059488,-122.43599094482038,11/10/2020 06:44:16 AM,9314.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,,1,"(37.726719205948804, -122.43599094482038)",9.0,7.0,6.0,28861.0,25.0
27585000-NE-Right,27585000,5994622.62765,2114247.47523,04TH AVE: CORNWALL ST intersection,NE,Right,37.78490684827734,-122.46241630166858,11/10/2020 06:44:16 AM,42851.0,33,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,1.0,0.0,4.0,,1,"(37.78490684827734, -122.46241630166858)",11.0,6.0,2.0,54.0,11.0
20431000-NE-Right-BT,20431000,6005687.81287,2087198.52179,BLYTHDALE AVE: BROOKDALE AVE intersection,NE,Right,37.71131667962173,-122.42224083124584,11/10/2020 06:44:16 AM,1921.0,47,1.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.711316679621724, -122.42224083124584)",9.0,7.0,8.0,309.0,39.0
25032000-NW-Left,25032000,6010735.2493,2118264.97245,GRANT AVE: PACIFIC AVE intersection,NW,Left,37.79690189224532,-122.40682767787064,11/10/2020 06:44:16 AM,27398.0,40,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.796901892245316, -122.40682767787064)",3.0,1.0,10.0,308.0,4.0
23163000-SW-Center,23163000,5989957.12911,2095936.18246,21ST AVE: SLOAT BLVD intersection,SW,Center,37.73461764923814,-122.47708082940986,11/10/2020 06:44:16 AM,16775.0,35,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,0.0,0.0,1.0,4.0,,1,"(37.73461764923814, -122.47708082940986)",1.0,8.0,4.0,64.0,35.0
24704000-NE-Left,24704000,6012283.89154,2117646.93038,MARK TWAIN PL: MERCHANT ST \ SANSOME ST intersection,NE,Left,37.795306282438816,-122.40158235945933,11/10/2020 06:44:16 AM,25860.0,42,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,4.0,,1,"(37.795306282438816, -122.40158235945933)",3.0,1.0,10.0,28860.0,4.0
27543000-SE-Right,27543000,5988743.97274,2113292.28915,23RD AVE: CLEMENT ST intersection,SE,Right,37.78212174526397,-122.48273519646908,11/10/2020 06:44:16 AM,42552.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.782121745263964, -122.48273519646908)",11.0,6.0,2.0,55.0,26.0
26437000-SE-Right,26437000,5997421.91208,2109483.83384,FELL ST: SHRADER ST intersection,SE,Right,37.772189158665874,-122.45243746225847,11/10/2020 06:44:16 AM,35251.0,47,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.772189158665874, -122.45243746225849)",15.0,5.0,11.0,29492.0,16.0
32830000-NE-Left,32830000,5999210.55155,2106579.58375,ASHBURY ST: CLIFFORD TER intersection,NE,Left,37.76418780855212,-122.4460736479476,11/10/2020 06:44:16 AM,46688.0,32,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.764187808552116, -122.44607364794761)",15.0,5.0,5.0,29492.0,9.0
26974000-SE-Left,26974000,6000452.16159,2119180.07593,DIVISADERO ST: LOMBARD ST intersection,SE,Left,37.79900003665754,-122.44264789746704,11/10/2020 06:44:16 AM,38792.0,35,,,,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,0.0,1.0,,4.0,,1,"(37.79900003665754, -122.44264789746705)",13.0,9.0,1.0,57.0,17.0
20572000-SE-Right,20572000,6011613.42372,2090638.41681,GIRARD ST: MANSELL ST intersection,SE,Right,37.72127743804394,-122.40205647171616,11/10/2020 06:44:16 AM,2751.0,40,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.72127743804394, -122.40205647171616)",10.0,3.0,7.0,309.0,28.0
23834000-S-Right,23834000,6013161.20212,2111826.23795,04TH ST: BRYANT ST \ I-80 E OFF RAMP intersection,S,Right,37.77956689718548,-122.39805994004352,11/10/2020 06:44:16 AM,21009.0,47,,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,,,,1.0,0.0,,4.0,,1,"(37.77956689718548, -122.39805994004352)",6.0,2.0,9.0,28856.0,34.0
25753000-SW-Left,25753000,6002432.66223,2102949.71207,22ND ST: CASTRO ST intersection,SW,Left,37.754493996127685,-122.43439413517471,11/10/2020 06:44:16 AM,31221.0,42,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,,,0.0,0.0,0.0,2.0,,1,"(37.754493996127685, -122.43439413517473)",2.0,4.0,5.0,28862.0,22.0
27795000-NW-Right,27795000,5983383.04711,2104960.50693,41ST AVE: KIRKHAM ST intersection,NW,Right,37.75879395402876,-122.50043602604848,11/10/2020 06:44:16 AM,44261.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,1.0,0.0,4.0,,1,"(37.75879395402876, -122.50043602604849)",1.0,8.0,3.0,56.0,35.0
24941000-NW-Center,24941000,6009293.14303,2114669.06874,GEARY ST: TAYLOR ST intersection,NW,Center,37.786939692801816,-122.41151576710676,11/10/2020 06:44:16 AM,26976.0,35,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,0.0,1.0,0.0,4.0,,1,"(37.786939692801816, -122.41151576710676)",5.0,1.0,10.0,28852.0,36.0
24065000-SW-Right,24065000,6007965.38804,2102664.5486,23RD ST: SHOTWELL ST intersection,SW,Right,37.7540335196146,-122.4153201400836,11/10/2020 06:44:16 AM,22461.0,27,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.7540335196146, -122.4153201400836)",2.0,4.0,7.0,28859.0,19.0
22639000-NE-Left,22639000,5995914.82979,2094106.44432,MONTECITO AVE: PLYMOUTH AVE intersection,NE,Left,37.72971763142481,-122.45650411642188,11/10/2020 06:44:16 AM,13851.0,42,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,4.0,,1,"(37.72971763142481, -122.45650411642187)",9.0,7.0,4.0,28861.0,40.0
